Condition,HCUP_ORDER,GROUP_HCUP,DIAGNOSIS_CODE,SHORT_DESCRIPTION
CANCER,37,Hodgkin`s disease,C8108,"Nodular lymphocyte predom Hodgkin lymphoma, nodes mult site"
CANCER,37,Hodgkin`s disease,C8109,"Nodlr lymphocy predom Hdgkn lymph, extrnod & solid org site"
CANCER,37,Hodgkin`s disease,C8110,"Nodular sclerosis Hodgkin lymphoma, unspecified site"
CANCER,37,Hodgkin`s disease,C8111,"Nodular scler Hodgkin lymph, nodes of head, face, and neck"
CANCER,37,Hodgkin`s disease,C8112,"Nodular sclerosis Hodgkin lymphoma, intrathorac lymph nodes"
CANCER,37,Hodgkin`s disease,C8113,"Nodular sclerosis Hodgkin lymphoma, intra-abd lymph nodes"
CANCER,37,Hodgkin`s disease,C8114,"Nodular scler Hodgkin lymph, nodes of axilla and upper limb"
CANCER,37,Hodgkin`s disease,C8115,"Nodlr scler Hdgkn lymph, nodes of ing region and lower limb"
CANCER,37,Hodgkin`s disease,C8116,"Nodular sclerosis Hodgkin lymphoma, intrapelvic lymph nodes"
CANCER,37,Hodgkin`s disease,C8117,"Nodular sclerosis Hodgkin lymphoma, spleen"
CANCER,37,Hodgkin`s disease,C8118,"Nodular sclerosis Hodgkin lymphoma, lymph nodes mult site"
CANCER,37,Hodgkin`s disease,C8119,"Nodular scler Hodgkin lymph, extrnod and solid organ sites"
CANCER,37,Hodgkin`s disease,C8120,"Mixed cellularity Hodgkin lymphoma, unspecified site"
CANCER,37,Hodgkin`s disease,C8121,"Mixed cellular Hodgkin lymph, nodes of head, face, and neck"
CANCER,37,Hodgkin`s disease,C8122,"Mixed cellularity Hodgkin lymphoma, intrathorac lymph nodes"
CANCER,37,Hodgkin`s disease,C8123,"Mixed cellularity Hodgkin lymphoma, intra-abd lymph nodes"
CANCER,37,Hodgkin`s disease,C8124,"Mixed cellular Hodgkin lymph, nodes of axilla and upper limb"
CANCER,37,Hodgkin`s disease,C8125,"Mixed cellular Hdgkn lymph, nodes of ing rgn and lower limb"
CANCER,37,Hodgkin`s disease,C8126,"Mixed cellularity Hodgkin lymphoma, intrapelvic lymph nodes"
CANCER,37,Hodgkin`s disease,C8127,"Mixed cellularity Hodgkin lymphoma, spleen"
CANCER,37,Hodgkin`s disease,C8128,"Mixed cellularity Hodgkin lymphoma, lymph nodes mult site"
CANCER,37,Hodgkin`s disease,C8129,"Mixed cellular Hodgkin lymph, extrnod and solid organ sites"
CANCER,37,Hodgkin`s disease,C8130,"Lymphocyte depleted Hodgkin lymphoma, unspecified site"
CANCER,37,Hodgkin`s disease,C8131,"Lymphocy deplet Hodgkin lymph, nodes of head, face, and neck"
CANCER,37,Hodgkin`s disease,C8132,"Lymphocyte depleted Hodgkin lymphoma, intrathorac nodes"
CANCER,37,Hodgkin`s disease,C8133,"Lymphocyte depleted Hodgkin lymphoma, intra-abd lymph nodes"
CANCER,37,Hodgkin`s disease,C8134,"Lymphocy deplet Hdgkn lymph, nodes of axilla and upper limb"
CANCER,37,Hodgkin`s disease,C8135,"Lymphocy deplet Hdgkn lymph, nodes of ing rgn and lower limb"
CANCER,37,Hodgkin`s disease,C8136,"Lymphocyte depleted Hodgkin lymphoma, intrapelv lymph nodes"
CANCER,37,Hodgkin`s disease,C8137,"Lymphocyte depleted Hodgkin lymphoma, spleen"
CANCER,37,Hodgkin`s disease,C8138,"Lymphocyte depleted Hodgkin lymphoma, lymph nodes mult site"
CANCER,37,Hodgkin`s disease,C8139,"Lymphocy deplet Hodgkin lymph, extrnod and solid organ sites"
CANCER,37,Hodgkin`s disease,C8140,"Lymphocyte-rich Hodgkin lymphoma, unspecified site"
CANCER,37,Hodgkin`s disease,C8141,"Lymp-rich Hodgkin lymphoma, nodes of head, face, and neck"
CANCER,37,Hodgkin`s disease,C8142,"Lymphocyte-rich Hodgkin lymphoma, intrathoracic lymph nodes"
CANCER,37,Hodgkin`s disease,C8143,"Lymphocyte-rich Hodgkin lymphoma, intra-abd lymph nodes"
CANCER,37,Hodgkin`s disease,C8144,"Lymp-rich Hodgkin lymphoma, nodes of axilla and upper limb"
CANCER,37,Hodgkin`s disease,C8145,"Lymp-rich Hodgkin lymph, nodes of ing region and lower limb"
CANCER,37,Hodgkin`s disease,C8146,"Lymphocyte-rich Hodgkin lymphoma, intrapelvic lymph nodes"
CANCER,37,Hodgkin`s disease,C8147,"Lymphocyte-rich Hodgkin lymphoma, spleen"
CANCER,37,Hodgkin`s disease,C8148,"Lymphocyte-rich Hodgkin lymphoma, lymph nodes mult site"
CANCER,37,Hodgkin`s disease,C8149,"Lymp-rich Hodgkin lymphoma, extranodal and solid organ sites"
CANCER,37,Hodgkin`s disease,C8170,"Other Hodgkin lymphoma, unspecified site"
CANCER,37,Hodgkin`s disease,C8171,"Other Hodgkin lymphoma, lymph nodes of head, face, and neck"
CANCER,37,Hodgkin`s disease,C8172,"Other Hodgkin lymphoma, intrathoracic lymph nodes"
CANCER,37,Hodgkin`s disease,C8173,"Other Hodgkin lymphoma, intra-abdominal lymph nodes"
CANCER,37,Hodgkin`s disease,C8174,"Other Hodgkin lymphoma, lymph nodes of axilla and upper limb"
CANCER,37,Hodgkin`s disease,C8175,"Other Hodgkin lymphoma, nodes of ing region and lower limb"
CANCER,37,Hodgkin`s disease,C8176,"Other Hodgkin lymphoma, intrapelvic lymph nodes"
CANCER,37,Hodgkin`s disease,C8177,"Other Hodgkin lymphoma, spleen"
CANCER,37,Hodgkin`s disease,C8178,"Other Hodgkin lymphoma, lymph nodes of multiple sites"
CANCER,37,Hodgkin`s disease,C8179,"Other Hodgkin lymphoma, extranodal and solid organ sites"
CANCER,37,Hodgkin`s disease,C8190,"Hodgkin lymphoma, unspecified, unspecified site"
CANCER,37,Hodgkin`s disease,C8191,"Hodgkin lymphoma, unsp, lymph nodes of head, face, and neck"
CANCER,37,Hodgkin`s disease,C8192,"Hodgkin lymphoma, unspecified, intrathoracic lymph nodes"
CANCER,37,Hodgkin`s disease,C8193,"Hodgkin lymphoma, unspecified, intra-abdominal lymph nodes"
CANCER,37,Hodgkin`s disease,C8194,"Hodgkin lymphoma, unsp, lymph nodes of axilla and upper limb"
CANCER,37,Hodgkin`s disease,C8195,"Hodgkin lymphoma, unsp, nodes of ing region and lower limb"
CANCER,37,Hodgkin`s disease,C8196,"Hodgkin lymphoma, unspecified, intrapelvic lymph nodes"
CANCER,37,Hodgkin`s disease,C8197,"Hodgkin lymphoma, unspecified, spleen"
CANCER,37,Hodgkin`s disease,C8198,"Hodgkin lymphoma, unspecified, lymph nodes of multiple sites"
CANCER,37,Hodgkin`s disease,C8199,"Hodgkin lymphoma, unsp, extranodal and solid organ sites"
CANCER,37,Hodgkin`s disease,Z8571,Personal history of Hodgkin lymphoma
CANCER,38,Non-Hodgkin`s lymphoma,C8200,"Follicular lymphoma grade I, unspecified site"
CANCER,38,Non-Hodgkin`s lymphoma,C8201,"Follicular lymphoma grade I, nodes of head, face, and neck"
CANCER,38,Non-Hodgkin`s lymphoma,C8202,"Follicular lymphoma grade I, intrathoracic lymph nodes"
CANCER,38,Non-Hodgkin`s lymphoma,C8203,"Follicular lymphoma grade I, intra-abdominal lymph nodes"
CANCER,38,Non-Hodgkin`s lymphoma,C8204,"Follicular lymphoma grade I, nodes of axilla and upper limb"
CANCER,38,Non-Hodgkin`s lymphoma,C8205,"Foliclar lymph grade I, nodes of ing region and lower limb"
CANCER,38,Non-Hodgkin`s lymphoma,C8206,"Follicular lymphoma grade I, intrapelvic lymph nodes"
CANCER,38,Non-Hodgkin`s lymphoma,C8207,"Follicular lymphoma grade I, spleen"
CANCER,38,Non-Hodgkin`s lymphoma,C8208,"Follicular lymphoma grade I, lymph nodes of multiple sites"
CANCER,38,Non-Hodgkin`s lymphoma,C8209,"Follicular lymphoma grade I, extrnod and solid organ sites"
CANCER,38,Non-Hodgkin`s lymphoma,C8210,"Follicular lymphoma grade II, unspecified site"
CANCER,38,Non-Hodgkin`s lymphoma,C8211,"Follicular lymphoma grade II, nodes of head, face, and neck"
CANCER,38,Non-Hodgkin`s lymphoma,C8212,"Follicular lymphoma grade II, intrathoracic lymph nodes"
CANCER,38,Non-Hodgkin`s lymphoma,C8213,"Follicular lymphoma grade II, intra-abdominal lymph nodes"
CANCER,38,Non-Hodgkin`s lymphoma,C8214,"Follicular lymphoma grade II, nodes of axilla and upper limb"
CANCER,38,Non-Hodgkin`s lymphoma,C8215,"Foliclar lymph grade II, nodes of ing region and lower limb"
CANCER,38,Non-Hodgkin`s lymphoma,C8216,"Follicular lymphoma grade II, intrapelvic lymph nodes"
CANCER,38,Non-Hodgkin`s lymphoma,C8217,"Follicular lymphoma grade II, spleen"
CANCER,38,Non-Hodgkin`s lymphoma,C8218,"Follicular lymphoma grade II, lymph nodes of multiple sites"
CANCER,38,Non-Hodgkin`s lymphoma,C8219,"Follicular lymphoma grade II, extrnod and solid organ sites"
CANCER,38,Non-Hodgkin`s lymphoma,C8220,"Follicular lymphoma grade III, unspecified, unspecified site"
CANCER,38,Non-Hodgkin`s lymphoma,C8221,"Foliclar lymph grade III, unsp, nodes of head, face, and nk"
CANCER,38,Non-Hodgkin`s lymphoma,C8222,"Follicular lymphoma grade III, unsp, intrathorac lymph nodes"
CANCER,38,Non-Hodgkin`s lymphoma,C8223,"Follicular lymphoma grade III, unsp, intra-abd lymph nodes"
CANCER,38,Non-Hodgkin`s lymphoma,C8224,"Foliclar lymph grade III, unsp, nodes of axla and upper limb"
CANCER,38,Non-Hodgkin`s lymphoma,C8225,"Foliclar lymph grade III, unsp, nodes of ing rgn and low lmb"
CANCER,38,Non-Hodgkin`s lymphoma,C8226,"Follicular lymphoma grade III, unsp, intrapelvic lymph nodes"
CANCER,38,Non-Hodgkin`s lymphoma,C8227,"Follicular lymphoma grade III, unspecified, spleen"
CANCER,38,Non-Hodgkin`s lymphoma,C8228,"Follicular lymphoma grade III, unsp, lymph nodes mult site"
CANCER,38,Non-Hodgkin`s lymphoma,C8229,"Foliclar lymph grade III, unsp, extrnod and solid org sites"
CANCER,38,Non-Hodgkin`s lymphoma,C8230,"Follicular lymphoma grade IIIa, unspecified site"
CANCER,38,Non-Hodgkin`s lymphoma,C8231,"Foliclar lymphoma grade IIIa, nodes of head, face, and neck"
CANCER,38,Non-Hodgkin`s lymphoma,C8232,"Follicular lymphoma grade IIIa, intrathoracic lymph nodes"
CANCER,38,Non-Hodgkin`s lymphoma,C8233,"Follicular lymphoma grade IIIa, intra-abdominal lymph nodes"
CANCER,38,Non-Hodgkin`s lymphoma,C8234,"Foliclar lymphoma grade IIIa, nodes of axilla and upper limb"
CANCER,38,Non-Hodgkin`s lymphoma,C8235,"Foliclar lymph grade IIIa, nodes of ing rgn and lower limb"
CANCER,38,Non-Hodgkin`s lymphoma,C8236,"Follicular lymphoma grade IIIa, intrapelvic lymph nodes"
CANCER,38,Non-Hodgkin`s lymphoma,C8237,"Follicular lymphoma grade IIIa, spleen"
CANCER,38,Non-Hodgkin`s lymphoma,C8238,"Follicular lymphoma grade IIIa, lymph nodes mult site"
CANCER,38,Non-Hodgkin`s lymphoma,C8239,"Foliclar lymphoma grade IIIa, extrnod and solid organ sites"
CANCER,38,Non-Hodgkin`s lymphoma,C8240,"Follicular lymphoma grade IIIb, unspecified site"
CANCER,38,Non-Hodgkin`s lymphoma,C8241,"Foliclar lymphoma grade IIIb, nodes of head, face, and neck"
CANCER,38,Non-Hodgkin`s lymphoma,C8242,"Follicular lymphoma grade IIIb, intrathoracic lymph nodes"
CANCER,38,Non-Hodgkin`s lymphoma,C8243,"Follicular lymphoma grade IIIb, intra-abdominal lymph nodes"
CANCER,38,Non-Hodgkin`s lymphoma,C8244,"Foliclar lymphoma grade IIIb, nodes of axilla and upper limb"
CANCER,38,Non-Hodgkin`s lymphoma,C8245,"Foliclar lymph grade IIIb, nodes of ing rgn and lower limb"
CANCER,38,Non-Hodgkin`s lymphoma,C8246,"Follicular lymphoma grade IIIb, intrapelvic lymph nodes"
CANCER,38,Non-Hodgkin`s lymphoma,C8247,"Follicular lymphoma grade IIIb, spleen"
CANCER,38,Non-Hodgkin`s lymphoma,C8248,"Follicular lymphoma grade IIIb, lymph nodes mult site"
CANCER,38,Non-Hodgkin`s lymphoma,C8249,"Foliclar lymphoma grade IIIb, extrnod and solid organ sites"
CANCER,38,Non-Hodgkin`s lymphoma,C8250,"Diffuse follicle center lymphoma, unspecified site"
CANCER,38,Non-Hodgkin`s lymphoma,C8251,"Diffuse folicl center lymph, nodes of head, face, and neck"
CANCER,38,Non-Hodgkin`s lymphoma,C8252,"Diffuse follicle center lymphoma, intrathoracic lymph nodes"
CANCER,38,Non-Hodgkin`s lymphoma,C8253,"Diffuse follicle center lymphoma, intra-abd lymph nodes"
CANCER,38,Non-Hodgkin`s lymphoma,C8254,"Diffuse folicl center lymph, nodes of axilla and upper limb"
CANCER,38,Non-Hodgkin`s lymphoma,C8255,"Diffus folicl cntr lymph, nodes of ing region and lower limb"
CANCER,38,Non-Hodgkin`s lymphoma,C8256,"Diffuse follicle center lymphoma, intrapelvic lymph nodes"
CANCER,38,Non-Hodgkin`s lymphoma,C8257,"Diffuse follicle center lymphoma, spleen"
CANCER,38,Non-Hodgkin`s lymphoma,C8258,"Diffuse follicle center lymphoma, lymph nodes mult site"
CANCER,38,Non-Hodgkin`s lymphoma,C8259,"Diffuse folicl center lymph, extrnod and solid organ sites"
CANCER,38,Non-Hodgkin`s lymphoma,C8260,"Cutaneous follicle center lymphoma, unspecified site"
CANCER,38,Non-Hodgkin`s lymphoma,C8261,"Cutan folicl center lymphoma, nodes of head, face, and neck"
CANCER,38,Non-Hodgkin`s lymphoma,C8262,"Cutaneous follicle center lymphoma, intrathorac lymph nodes"
CANCER,38,Non-Hodgkin`s lymphoma,C8263,"Cutaneous follicle center lymphoma, intra-abd lymph nodes"
CANCER,38,Non-Hodgkin`s lymphoma,C8264,"Cutan folicl center lymphoma, nodes of axilla and upper limb"
CANCER,38,Non-Hodgkin`s lymphoma,C8265,"Cutan folicl cntr lymph, nodes of ing region and lower limb"
CANCER,38,Non-Hodgkin`s lymphoma,C8266,"Cutaneous follicle center lymphoma, intrapelvic lymph nodes"
CANCER,38,Non-Hodgkin`s lymphoma,C8267,"Cutaneous follicle center lymphoma, spleen"
CANCER,38,Non-Hodgkin`s lymphoma,C8268,"Cutaneous follicle center lymphoma, lymph nodes mult site"
CANCER,38,Non-Hodgkin`s lymphoma,C8269,"Cutan folicl center lymphoma, extrnod and solid organ sites"
CANCER,38,Non-Hodgkin`s lymphoma,C8280,"Other types of follicular lymphoma, unspecified site"
CANCER,38,Non-Hodgkin`s lymphoma,C8281,"Oth types of foliclar lymph, nodes of head, face, and neck"
CANCER,38,Non-Hodgkin`s lymphoma,C8282,"Oth types of follicular lymphoma, intrathoracic lymph nodes"
CANCER,38,Non-Hodgkin`s lymphoma,C8283,"Oth types of follicular lymphoma, intra-abd lymph nodes"
CANCER,38,Non-Hodgkin`s lymphoma,C8284,"Oth types of foliclar lymph, nodes of axilla and upper limb"
CANCER,38,Non-Hodgkin`s lymphoma,C8285,"Oth types of foliclar lymph, nodes of ing rgn and lower limb"
CANCER,38,Non-Hodgkin`s lymphoma,C8286,"Other types of follicular lymphoma, intrapelvic lymph nodes"
CANCER,38,Non-Hodgkin`s lymphoma,C8287,"Other types of follicular lymphoma, spleen"
CANCER,38,Non-Hodgkin`s lymphoma,C8288,"Oth types of follicular lymphoma, lymph nodes mult site"
CANCER,38,Non-Hodgkin`s lymphoma,C8289,"Oth types of foliclar lymph, extrnod and solid organ sites"
CANCER,38,Non-Hodgkin`s lymphoma,C8290,"Follicular lymphoma, unspecified, unspecified site"
CANCER,38,Non-Hodgkin`s lymphoma,C8291,"Follicular lymphoma, unsp, nodes of head, face, and neck"
CANCER,38,Non-Hodgkin`s lymphoma,C8292,"Follicular lymphoma, unspecified, intrathoracic lymph nodes"
CANCER,38,Non-Hodgkin`s lymphoma,C8293,"Follicular lymphoma, unsp, intra-abdominal lymph nodes"
CANCER,38,Non-Hodgkin`s lymphoma,C8294,"Follicular lymphoma, unsp, nodes of axilla and upper limb"
CANCER,38,Non-Hodgkin`s lymphoma,C8295,"Foliclar lymphoma, unsp, nodes of ing region and lower limb"
CANCER,38,Non-Hodgkin`s lymphoma,C8296,"Follicular lymphoma, unspecified, intrapelvic lymph nodes"
CANCER,38,Non-Hodgkin`s lymphoma,C8297,"Follicular lymphoma, unspecified, spleen"
CANCER,38,Non-Hodgkin`s lymphoma,C8298,"Follicular lymphoma, unsp, lymph nodes of multiple sites"
CANCER,38,Non-Hodgkin`s lymphoma,C8299,"Follicular lymphoma, unsp, extranodal and solid organ sites"
CANCER,38,Non-Hodgkin`s lymphoma,C8300,"Small cell B-cell lymphoma, unspecified site"
CANCER,38,Non-Hodgkin`s lymphoma,C8301,"Small cell B-cell lymphoma, nodes of head, face, and neck"
CANCER,38,Non-Hodgkin`s lymphoma,C8302,"Small cell B-cell lymphoma, intrathoracic lymph nodes"
CANCER,38,Non-Hodgkin`s lymphoma,C8303,"Small cell B-cell lymphoma, intra-abdominal lymph nodes"
CANCER,38,Non-Hodgkin`s lymphoma,C8304,"Small cell B-cell lymphoma, nodes of axilla and upper limb"
CANCER,38,Non-Hodgkin`s lymphoma,C8305,"Small cell B-cell lymph, nodes of ing region and lower limb"
CANCER,38,Non-Hodgkin`s lymphoma,C8306,"Small cell B-cell lymphoma, intrapelvic lymph nodes"
CANCER,38,Non-Hodgkin`s lymphoma,C8307,"Small cell B-cell lymphoma, spleen"
CANCER,38,Non-Hodgkin`s lymphoma,C8308,"Small cell B-cell lymphoma, lymph nodes of multiple sites"
CANCER,38,Non-Hodgkin`s lymphoma,C8309,"Small cell B-cell lymphoma, extranodal and solid organ sites"
CANCER,38,Non-Hodgkin`s lymphoma,C8310,"Mantle cell lymphoma, unspecified site"
CANCER,38,Non-Hodgkin`s lymphoma,C8311,"Mantle cell lymphoma, lymph nodes of head, face, and neck"
CANCER,38,Non-Hodgkin`s lymphoma,C8312,"Mantle cell lymphoma, intrathoracic lymph nodes"
CANCER,38,Non-Hodgkin`s lymphoma,C8313,"Mantle cell lymphoma, intra-abdominal lymph nodes"
CANCER,38,Non-Hodgkin`s lymphoma,C8314,"Mantle cell lymphoma, lymph nodes of axilla and upper limb"
CANCER,38,Non-Hodgkin`s lymphoma,C8315,"Mantle cell lymphoma, nodes of ing region and lower limb"
CANCER,38,Non-Hodgkin`s lymphoma,C8316,"Mantle cell lymphoma, intrapelvic lymph nodes"
CANCER,38,Non-Hodgkin`s lymphoma,C8317,"Mantle cell lymphoma, spleen"
CANCER,38,Non-Hodgkin`s lymphoma,C8318,"Mantle cell lymphoma, lymph nodes of multiple sites"
CANCER,38,Non-Hodgkin`s lymphoma,C8319,"Mantle cell lymphoma, extranodal and solid organ sites"
CANCER,38,Non-Hodgkin`s lymphoma,C8330,"Diffuse large B-cell lymphoma, unspecified site"
CANCER,38,Non-Hodgkin`s lymphoma,C8331,"Diffuse large B-cell lymphoma, nodes of head, face, and neck"
CANCER,38,Non-Hodgkin`s lymphoma,C8332,"Diffuse large B-cell lymphoma, intrathoracic lymph nodes"
CANCER,38,Non-Hodgkin`s lymphoma,C8333,"Diffuse large B-cell lymphoma, intra-abdominal lymph nodes"
CANCER,38,Non-Hodgkin`s lymphoma,C8334,"Diffuse large B-cell lymph, nodes of axilla and upper limb"
CANCER,38,Non-Hodgkin`s lymphoma,C8335,"Diffus large B-cell lymph, nodes of ing rgn and lower limb"
CANCER,38,Non-Hodgkin`s lymphoma,C8336,"Diffuse large B-cell lymphoma, intrapelvic lymph nodes"
CANCER,38,Non-Hodgkin`s lymphoma,C8337,"Diffuse large B-cell lymphoma, spleen"
CANCER,38,Non-Hodgkin`s lymphoma,C8338,"Diffuse large B-cell lymphoma, lymph nodes of multiple sites"
CANCER,38,Non-Hodgkin`s lymphoma,C8339,"Diffuse large B-cell lymphoma, extrnod and solid organ sites"
CANCER,38,Non-Hodgkin`s lymphoma,C8350,"Lymphoblastic (diffuse) lymphoma, unspecified site"
CANCER,38,Non-Hodgkin`s lymphoma,C8351,"Lymphoblastic lymphoma, nodes of head, face, and neck"
CANCER,38,Non-Hodgkin`s lymphoma,C8352,"Lymphoblastic (diffuse) lymphoma, intrathoracic lymph nodes"
CANCER,38,Non-Hodgkin`s lymphoma,C8353,"Lymphoblastic (diffuse) lymphoma, intra-abd lymph nodes"
CANCER,38,Non-Hodgkin`s lymphoma,C8354,"Lymphoblastic lymphoma, nodes of axilla and upper limb"
CANCER,38,Non-Hodgkin`s lymphoma,C8355,"Lymphoblastic lymphoma, nodes of ing region and lower limb"
CANCER,38,Non-Hodgkin`s lymphoma,C8356,"Lymphoblastic (diffuse) lymphoma, intrapelvic lymph nodes"
CANCER,38,Non-Hodgkin`s lymphoma,C8357,"Lymphoblastic (diffuse) lymphoma, spleen"
CANCER,38,Non-Hodgkin`s lymphoma,C8358,"Lymphoblastic (diffuse) lymphoma, lymph nodes mult site"
CANCER,38,Non-Hodgkin`s lymphoma,C8359,"Lymphoblastic lymphoma, extrnod and solid organ sites"
CANCER,38,Non-Hodgkin`s lymphoma,C8370,"Burkitt lymphoma, unspecified site"
CANCER,38,Non-Hodgkin`s lymphoma,C8371,"Burkitt lymphoma, lymph nodes of head, face, and neck"
CANCER,38,Non-Hodgkin`s lymphoma,C8372,"Burkitt lymphoma, intrathoracic lymph nodes"
CANCER,38,Non-Hodgkin`s lymphoma,C8373,"Burkitt lymphoma, intra-abdominal lymph nodes"
CANCER,38,Non-Hodgkin`s lymphoma,C8374,"Burkitt lymphoma, lymph nodes of axilla and upper limb"
CANCER,38,Non-Hodgkin`s lymphoma,C8375,"Burkitt lymphoma, nodes of inguinal region and lower limb"
CANCER,38,Non-Hodgkin`s lymphoma,C8376,"Burkitt lymphoma, intrapelvic lymph nodes"
CANCER,38,Non-Hodgkin`s lymphoma,C8377,"Burkitt lymphoma, spleen"
CANCER,38,Non-Hodgkin`s lymphoma,C8378,"Burkitt lymphoma, lymph nodes of multiple sites"
CANCER,38,Non-Hodgkin`s lymphoma,C8379,"Burkitt lymphoma, extranodal and solid organ sites"
CANCER,38,Non-Hodgkin`s lymphoma,C8380,"Other non-follicular lymphoma, unspecified site"
CANCER,38,Non-Hodgkin`s lymphoma,C8381,"Oth non-follic lymphoma, lymph nodes of head, face, and neck"
CANCER,38,Non-Hodgkin`s lymphoma,C8382,"Other non-follicular lymphoma, intrathoracic lymph nodes"
CANCER,38,Non-Hodgkin`s lymphoma,C8383,"Other non-follicular lymphoma, intra-abdominal lymph nodes"
CANCER,38,Non-Hodgkin`s lymphoma,C8384,"Oth non-follic lymphoma, nodes of axilla and upper limb"
CANCER,38,Non-Hodgkin`s lymphoma,C8385,"Oth non-follic lymphoma, nodes of ing region and lower limb"
CANCER,38,Non-Hodgkin`s lymphoma,C8386,"Other non-follicular lymphoma, intrapelvic lymph nodes"
CANCER,38,Non-Hodgkin`s lymphoma,C8387,"Other non-follicular lymphoma, spleen"
CANCER,38,Non-Hodgkin`s lymphoma,C8388,"Other non-follicular lymphoma, lymph nodes of multiple sites"
CANCER,38,Non-Hodgkin`s lymphoma,C8389,"Oth non-follic lymphoma, extranodal and solid organ sites"
CANCER,38,Non-Hodgkin`s lymphoma,C8390,"Non-follicular (diffuse) lymphoma, unsp, unspecified site"
CANCER,38,Non-Hodgkin`s lymphoma,C8391,"Non-follic lymphoma, unsp, nodes of head, face, and neck"
CANCER,38,Non-Hodgkin`s lymphoma,C8392,"Non-follic (diffuse) lymphoma, unsp, intrathorac lymph nodes"
CANCER,38,Non-Hodgkin`s lymphoma,C8393,"Non-follic (diffuse) lymphoma, unsp, intra-abd lymph nodes"
CANCER,38,Non-Hodgkin`s lymphoma,C8394,"Non-follic lymphoma, unsp, nodes of axilla and upper limb"
CANCER,38,Non-Hodgkin`s lymphoma,C8395,"Non-follic lymph, unsp, nodes of ing region and lower limb"
CANCER,38,Non-Hodgkin`s lymphoma,C8396,"Non-follic (diffuse) lymphoma, unsp, intrapelvic lymph nodes"
CANCER,38,Non-Hodgkin`s lymphoma,C8397,"Non-follicular (diffuse) lymphoma, unspecified, spleen"
CANCER,38,Non-Hodgkin`s lymphoma,C8398,"Non-follic (diffuse) lymphoma, unsp, lymph nodes mult site"
CANCER,38,Non-Hodgkin`s lymphoma,C8399,"Non-follic lymphoma, unsp, extrnod and solid organ sites"
CANCER,38,Non-Hodgkin`s lymphoma,C8400,"Mycosis fungoides, unspecified site"
CANCER,38,Non-Hodgkin`s lymphoma,C8401,"Mycosis fungoides, lymph nodes of head, face, and neck"
CANCER,38,Non-Hodgkin`s lymphoma,C8402,"Mycosis fungoides, intrathoracic lymph nodes"
CANCER,38,Non-Hodgkin`s lymphoma,C8403,"Mycosis fungoides, intra-abdominal lymph nodes"
CANCER,38,Non-Hodgkin`s lymphoma,C8404,"Mycosis fungoides, lymph nodes of axilla and upper limb"
CANCER,38,Non-Hodgkin`s lymphoma,C8405,"Mycosis fungoides, nodes of inguinal region and lower limb"
CANCER,38,Non-Hodgkin`s lymphoma,C8406,"Mycosis fungoides, intrapelvic lymph nodes"
CANCER,38,Non-Hodgkin`s lymphoma,C8407,"Mycosis fungoides, spleen"
CANCER,38,Non-Hodgkin`s lymphoma,C8408,"Mycosis fungoides, lymph nodes of multiple sites"
CANCER,38,Non-Hodgkin`s lymphoma,C8409,"Mycosis fungoides, extranodal and solid organ sites"
CANCER,38,Non-Hodgkin`s lymphoma,C8410,"Sezary disease, unspecified site"
CANCER,38,Non-Hodgkin`s lymphoma,C8411,"Sezary disease, lymph nodes of head, face, and neck"
CANCER,38,Non-Hodgkin`s lymphoma,C8412,"Sezary disease, intrathoracic lymph nodes"
CANCER,38,Non-Hodgkin`s lymphoma,C8413,"Sezary disease, intra-abdominal lymph nodes"
CANCER,38,Non-Hodgkin`s lymphoma,C8414,"Sezary disease, lymph nodes of axilla and upper limb"
CANCER,38,Non-Hodgkin`s lymphoma,C8415,"Sezary disease, nodes of inguinal region and lower limb"
CANCER,38,Non-Hodgkin`s lymphoma,C8416,"Sezary disease, intrapelvic lymph nodes"
CANCER,38,Non-Hodgkin`s lymphoma,C8417,"Sezary disease, spleen"
CANCER,38,Non-Hodgkin`s lymphoma,C8418,"Sezary disease, lymph nodes of multiple sites"
CANCER,38,Non-Hodgkin`s lymphoma,C8419,"Sezary disease, extranodal and solid organ sites"
CANCER,38,Non-Hodgkin`s lymphoma,C8440,"Peripheral T-cell lymphoma, not classified, unspecified site"
CANCER,38,Non-Hodgkin`s lymphoma,C8441,"Prph T-cell lymph, not class, nodes of head, face, and neck"
CANCER,38,Non-Hodgkin`s lymphoma,C8442,"Peripheral T-cell lymphoma, not class, intrathorac nodes"
CANCER,38,Non-Hodgkin`s lymphoma,C8443,"Peripheral T-cell lymphoma, not classified, intra-abd nodes"
CANCER,38,Non-Hodgkin`s lymphoma,C8444,"Prph T-cell lymph, not class, nodes of axilla and upper limb"
CANCER,38,Non-Hodgkin`s lymphoma,C8445,"Prph T-cell lymph, not class, nodes of ing rgn and low limb"
CANCER,38,Non-Hodgkin`s lymphoma,C8446,"Peripheral T-cell lymphoma, not classified, intrapelv nodes"
CANCER,38,Non-Hodgkin`s lymphoma,C8447,"Peripheral T-cell lymphoma, not classified, spleen"
CANCER,38,Non-Hodgkin`s lymphoma,C8448,"Peripheral T-cell lymphoma, not classified, nodes mult site"
CANCER,38,Non-Hodgkin`s lymphoma,C8449,"Prph T-cell lymph, not class, extrnod and solid organ sites"
CANCER,38,Non-Hodgkin`s lymphoma,C8460,"Anaplastic large cell lymphoma, ALK-positive, unsp site"
