DIAGNOSIS_CODE,LONG_DESCRIPTION,SHORT_DESCRIPTION,GROUP1,GROUP2,GROUP3,GROUP_HCUP_ID,GROUP_HCUP,HCUP_ORDER
V5830,Encounter for change or removal of nonsurgical wound dressing,Attn rem nonsurg dressng,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES,PERSONS ENCOUNTERING HEALTH SERVICES FOR SPECIFIC PROCEDURES AND AFTERCARE,ENCOUNTER FOR OTHER AND UNSPECIFIED PROCEDURES AND AFTERCARE,257,Other aftercare,245
V5831,Encounter for change or removal of surgical wound dressing,Attn rem surg dressing,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES,PERSONS ENCOUNTERING HEALTH SERVICES FOR SPECIFIC PROCEDURES AND AFTERCARE,ENCOUNTER FOR OTHER AND UNSPECIFIED PROCEDURES AND AFTERCARE,257,Other aftercare,245
V5832,Encounter for removal of sutures,Attn removal of sutures,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES,PERSONS ENCOUNTERING HEALTH SERVICES FOR SPECIFIC PROCEDURES AND AFTERCARE,ENCOUNTER FOR OTHER AND UNSPECIFIED PROCEDURES AND AFTERCARE,257,Other aftercare,245
V5841,Encounter for planned post-operative wound closure,Encntr plnd po wnd clsr,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES,PERSONS ENCOUNTERING HEALTH SERVICES FOR SPECIFIC PROCEDURES AND AFTERCARE,ENCOUNTER FOR OTHER AND UNSPECIFIED PROCEDURES AND AFTERCARE,257,Other aftercare,245
V5842,Aftercare following surgery for neoplasm,Aftercare neoplasm surg,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES,PERSONS ENCOUNTERING HEALTH SERVICES FOR SPECIFIC PROCEDURES AND AFTERCARE,ENCOUNTER FOR OTHER AND UNSPECIFIED PROCEDURES AND AFTERCARE,257,Other aftercare,245
V5843,Aftercare following surgery for injury and trauma,Aftrcare inj/trauma surg,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES,PERSONS ENCOUNTERING HEALTH SERVICES FOR SPECIFIC PROCEDURES AND AFTERCARE,ENCOUNTER FOR OTHER AND UNSPECIFIED PROCEDURES AND AFTERCARE,257,Other aftercare,245
V5844,Aftercare following organ transplant,Aftercare organ transplt,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES,PERSONS ENCOUNTERING HEALTH SERVICES FOR SPECIFIC PROCEDURES AND AFTERCARE,ENCOUNTER FOR OTHER AND UNSPECIFIED PROCEDURES AND AFTERCARE,257,Other aftercare,245
V5849,Other specified aftercare following surgery,Postop oth specfd aftrcr,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES,PERSONS ENCOUNTERING HEALTH SERVICES FOR SPECIFIC PROCEDURES AND AFTERCARE,ENCOUNTER FOR OTHER AND UNSPECIFIED PROCEDURES AND AFTERCARE,257,Other aftercare,245
V585,Orthodontics aftercare,Orthodontics aftercare,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES,PERSONS ENCOUNTERING HEALTH SERVICES FOR SPECIFIC PROCEDURES AND AFTERCARE,ENCOUNTER FOR OTHER AND UNSPECIFIED PROCEDURES AND AFTERCARE,136,Disorders of teeth and jaw,125
V5861,Long-term (current) use of anticoagulants,Long-term use anticoagul,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES,PERSONS ENCOUNTERING HEALTH SERVICES FOR SPECIFIC PROCEDURES AND AFTERCARE,ENCOUNTER FOR OTHER AND UNSPECIFIED PROCEDURES AND AFTERCARE,257,Other aftercare,245
V5862,Long-term (current) use of antibiotics,Long-term use antibiotic,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES,PERSONS ENCOUNTERING HEALTH SERVICES FOR SPECIFIC PROCEDURES AND AFTERCARE,ENCOUNTER FOR OTHER AND UNSPECIFIED PROCEDURES AND AFTERCARE,257,Other aftercare,245
V5863,Long-term (current) use of antiplatelet/antithrombotic,Lng use antiplte/thrmbtc,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES,PERSONS ENCOUNTERING HEALTH SERVICES FOR SPECIFIC PROCEDURES AND AFTERCARE,ENCOUNTER FOR OTHER AND UNSPECIFIED PROCEDURES AND AFTERCARE,257,Other aftercare,245
V5864,Long-term (current) use of non-steroidal anti-inflammatories (NSAID),Long-term anti-inflamtry,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES,PERSONS ENCOUNTERING HEALTH SERVICES FOR SPECIFIC PROCEDURES AND AFTERCARE,ENCOUNTER FOR OTHER AND UNSPECIFIED PROCEDURES AND AFTERCARE,257,Other aftercare,245
E8722,Failure of sterile precautions during kidney dialysis and other perfusion,Fail sterile perfusn NEC,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING,MISADVENTURES TO PATIENTS DURING SURGICAL AND MEDICAL CARE,FAILURE OF STERILE PRECAUTIONS DURING PROCEDURE,"2,616",E Codes: Adverse effects of medical care,278
E8723,Failure of sterile precautions during injection or vaccination,Fail sterile injection,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING,MISADVENTURES TO PATIENTS DURING SURGICAL AND MEDICAL CARE,FAILURE OF STERILE PRECAUTIONS DURING PROCEDURE,"2,616",E Codes: Adverse effects of medical care,278
E8724,Failure of sterile precautions during endoscopic examination,Fail sterile endoscopy,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING,MISADVENTURES TO PATIENTS DURING SURGICAL AND MEDICAL CARE,FAILURE OF STERILE PRECAUTIONS DURING PROCEDURE,"2,616",E Codes: Adverse effects of medical care,278
E8725,"Failure of sterile precautions during aspiration of fluid or tissue, puncture, and catheterization",Fail sterile catheter,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING,MISADVENTURES TO PATIENTS DURING SURGICAL AND MEDICAL CARE,FAILURE OF STERILE PRECAUTIONS DURING PROCEDURE,"2,616",E Codes: Adverse effects of medical care,278
E8726,Failure of sterile precautions during heart catheterization,Fail sterile heart cath,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING,MISADVENTURES TO PATIENTS DURING SURGICAL AND MEDICAL CARE,FAILURE OF STERILE PRECAUTIONS DURING PROCEDURE,"2,616",E Codes: Adverse effects of medical care,278
E8728,Failure of sterile precautions during other specified procedures,Fail sterile proced NEC,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING,MISADVENTURES TO PATIENTS DURING SURGICAL AND MEDICAL CARE,FAILURE OF STERILE PRECAUTIONS DURING PROCEDURE,"2,616",E Codes: Adverse effects of medical care,278
E8729,Failure of sterile precautions during unspecified procedure,Fail sterile proced NOS,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING,MISADVENTURES TO PATIENTS DURING SURGICAL AND MEDICAL CARE,FAILURE OF STERILE PRECAUTIONS DURING PROCEDURE,"2,616",E Codes: Adverse effects of medical care,278
E8730,Excessive amount of blood or other fluid during transfusion or infusion,Excess fluid in infusion,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING,MISADVENTURES TO PATIENTS DURING SURGICAL AND MEDICAL CARE,FAILURE IN DOSAGE,"2,616",E Codes: Adverse effects of medical care,278
E8731,Incorrect dilution of fluid during infusion,Incor dilut infusn fluid,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING,MISADVENTURES TO PATIENTS DURING SURGICAL AND MEDICAL CARE,FAILURE IN DOSAGE,"2,616",E Codes: Adverse effects of medical care,278
E8732,Overdose of radiation in therapy,Therap radiation overdos,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING,MISADVENTURES TO PATIENTS DURING SURGICAL AND MEDICAL CARE,FAILURE IN DOSAGE,"2,616",E Codes: Adverse effects of medical care,278
E8733,Inadvertent exposure of patient to radiation during medical care,Inadv radiat exp-medical,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING,MISADVENTURES TO PATIENTS DURING SURGICAL AND MEDICAL CARE,FAILURE IN DOSAGE,"2,616",E Codes: Adverse effects of medical care,278
E8734,Failure in dosage in electroshock or insulin-shock therapy,Dosag fail-shock therapy,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING,MISADVENTURES TO PATIENTS DURING SURGICAL AND MEDICAL CARE,FAILURE IN DOSAGE,"2,616",E Codes: Adverse effects of medical care,278
E8735,Inappropriate [too hot or too cold] temperature in local application and packing,Wrng temp in applic/pack,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING,MISADVENTURES TO PATIENTS DURING SURGICAL AND MEDICAL CARE,FAILURE IN DOSAGE,"2,616",E Codes: Adverse effects of medical care,278
E8736,Nonadministration of necessary drug or medicinal substance,Nonadmin necess medicine,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING,MISADVENTURES TO PATIENTS DURING SURGICAL AND MEDICAL CARE,FAILURE IN DOSAGE,"2,616",E Codes: Adverse effects of medical care,278
E8738,Other specified failure in dosage,Failure in dosage NEC,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING,MISADVENTURES TO PATIENTS DURING SURGICAL AND MEDICAL CARE,FAILURE IN DOSAGE,"2,616",E Codes: Adverse effects of medical care,278
E8739,Unspecified failure in dosage,Failure in dosage NOS,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING,MISADVENTURES TO PATIENTS DURING SURGICAL AND MEDICAL CARE,FAILURE IN DOSAGE,"2,616",E Codes: Adverse effects of medical care,278
E8740,Mechanical failure of instrument or apparatus during surgical operation,Instrmnt fail in surgery,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING,MISADVENTURES TO PATIENTS DURING SURGICAL AND MEDICAL CARE,MECHANICAL FAILURE OF INSTRUMENT OR APPARATUS DURING PROCEDURE,"2,616",E Codes: Adverse effects of medical care,278
E8741,Mechanical failure of instrument or apparatus during infusion and transfusion,Instrumnt fail-infusion,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING,MISADVENTURES TO PATIENTS DURING SURGICAL AND MEDICAL CARE,MECHANICAL FAILURE OF INSTRUMENT OR APPARATUS DURING PROCEDURE,"2,616",E Codes: Adverse effects of medical care,278
E8742,Mechanical failure of instrument or apparatus during kidney dialysis and other perfusion,Instrmnt fail-perfus NEC,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING,MISADVENTURES TO PATIENTS DURING SURGICAL AND MEDICAL CARE,MECHANICAL FAILURE OF INSTRUMENT OR APPARATUS DURING PROCEDURE,"2,616",E Codes: Adverse effects of medical care,278
E8743,Mechanical failure of instrument or apparatus during endoscopic examination,Instrumnt fail-endoscopy,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING,MISADVENTURES TO PATIENTS DURING SURGICAL AND MEDICAL CARE,MECHANICAL FAILURE OF INSTRUMENT OR APPARATUS DURING PROCEDURE,"2,616",E Codes: Adverse effects of medical care,278
E8744,"Mechanical failure of instrument or apparatus during aspiration of fluid or tissue, puncture, and catheterization",Instrmnt fail-catheteriz,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING,MISADVENTURES TO PATIENTS DURING SURGICAL AND MEDICAL CARE,MECHANICAL FAILURE OF INSTRUMENT OR APPARATUS DURING PROCEDURE,"2,616",E Codes: Adverse effects of medical care,278
E8745,Mechanical failure of instrument or apparatus during heart catheterization,Instrmnt fail-heart cath,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING,MISADVENTURES TO PATIENTS DURING SURGICAL AND MEDICAL CARE,MECHANICAL FAILURE OF INSTRUMENT OR APPARATUS DURING PROCEDURE,"2,616",E Codes: Adverse effects of medical care,278
E8748,Mechanical failure of instrument or apparatus during other specified procedures,Instrmnt fail-proced NEC,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING,MISADVENTURES TO PATIENTS DURING SURGICAL AND MEDICAL CARE,MECHANICAL FAILURE OF INSTRUMENT OR APPARATUS DURING PROCEDURE,"2,616",E Codes: Adverse effects of medical care,278
E8749,Mechanical failure of instrument or apparatus during unspecified procedure,Instrmnt fail-proced NOS,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING,MISADVENTURES TO PATIENTS DURING SURGICAL AND MEDICAL CARE,MECHANICAL FAILURE OF INSTRUMENT OR APPARATUS DURING PROCEDURE,"2,616",E Codes: Adverse effects of medical care,278
E8750,Contaminated substance transfused or infused,Contaminated transfusion,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING,MISADVENTURES TO PATIENTS DURING SURGICAL AND MEDICAL CARE,CONTAMINATED OR INFECTED BLOOD OTHER FLUID DRUG OR BIOLOGICAL SUBSTANCE,"2,616",E Codes: Adverse effects of medical care,278
E8751,Contaminated substance injected or used for vaccination,Contaminated injection,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING,MISADVENTURES TO PATIENTS DURING SURGICAL AND MEDICAL CARE,CONTAMINATED OR INFECTED BLOOD OTHER FLUID DRUG OR BIOLOGICAL SUBSTANCE,"2,616",E Codes: Adverse effects of medical care,278
E8752,Contaminated drug or biological substance administered by other means,Contaminated drug NEC,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING,MISADVENTURES TO PATIENTS DURING SURGICAL AND MEDICAL CARE,CONTAMINATED OR INFECTED BLOOD OTHER FLUID DRUG OR BIOLOGICAL SUBSTANCE,"2,616",E Codes: Adverse effects of medical care,278
E8758,Misadventure to patient from other contamination,Contamination NEC,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING,MISADVENTURES TO PATIENTS DURING SURGICAL AND MEDICAL CARE,CONTAMINATED OR INFECTED BLOOD OTHER FLUID DRUG OR BIOLOGICAL SUBSTANCE,"2,616",E Codes: Adverse effects of medical care,278
E8759,Misadventure to patient from unspecified contamination,Contamination NOS,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING,MISADVENTURES TO PATIENTS DURING SURGICAL AND MEDICAL CARE,CONTAMINATED OR INFECTED BLOOD OTHER FLUID DRUG OR BIOLOGICAL SUBSTANCE,"2,616",E Codes: Adverse effects of medical care,278
E8760,Mismatched blood in transfusion,Mismatch blood-transfusn,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING,MISADVENTURES TO PATIENTS DURING SURGICAL AND MEDICAL CARE,OTHER AND UNSPECIFIED MISADVENTURES DURING MEDICAL CARE,"2,616",E Codes: Adverse effects of medical care,278
E8761,Wrong fluid in infusion,Wrong fluid in infusion,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING,MISADVENTURES TO PATIENTS DURING SURGICAL AND MEDICAL CARE,OTHER AND UNSPECIFIED MISADVENTURES DURING MEDICAL CARE,"2,616",E Codes: Adverse effects of medical care,278
E8762,Failure in suture and ligature during surgical operation,Failure in suture,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING,MISADVENTURES TO PATIENTS DURING SURGICAL AND MEDICAL CARE,OTHER AND UNSPECIFIED MISADVENTURES DURING MEDICAL CARE,"2,616",E Codes: Adverse effects of medical care,278
E8763,Endotracheal tube wrongly placed during anesthetic procedure,Misplaced endotrach tube,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING,MISADVENTURES TO PATIENTS DURING SURGICAL AND MEDICAL CARE,OTHER AND UNSPECIFIED MISADVENTURES DURING MEDICAL CARE,"2,616",E Codes: Adverse effects of medical care,278
E8764,Failure to introduce or to remove other tube or instrument,Fail introd/remove tube,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING,MISADVENTURES TO PATIENTS DURING SURGICAL AND MEDICAL CARE,OTHER AND UNSPECIFIED MISADVENTURES DURING MEDICAL CARE,"2,616",E Codes: Adverse effects of medical care,278
E8765,Performance of wrong operation (procedure) on correct patient,Perfrm wrong op/right pt,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING,MISADVENTURES TO PATIENTS DURING SURGICAL AND MEDICAL CARE,OTHER AND UNSPECIFIED MISADVENTURES DURING MEDICAL CARE,"2,616",E Codes: Adverse effects of medical care,278
E8766,Performance of operation (procedure) on patient not scheduled for surgery,Proc-pt not sched surg,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING,MISADVENTURES TO PATIENTS DURING SURGICAL AND MEDICAL CARE,OTHER AND UNSPECIFIED MISADVENTURES DURING MEDICAL CARE,"2,616",E Codes: Adverse effects of medical care,278
E8767,Performance of correct operation (procedure) on wrong side/body part,Rt proc-wrong side/part,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING,MISADVENTURES TO PATIENTS DURING SURGICAL AND MEDICAL CARE,OTHER AND UNSPECIFIED MISADVENTURES DURING MEDICAL CARE,"2,616",E Codes: Adverse effects of medical care,278
E8768,Other specified misadventures during medical care,Medical misadventure NEC,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING,MISADVENTURES TO PATIENTS DURING SURGICAL AND MEDICAL CARE,OTHER AND UNSPECIFIED MISADVENTURES DURING MEDICAL CARE,"2,616",E Codes: Adverse effects of medical care,278
E8769,Unspecified misadventure during medical care,Medical misadventure NOS,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING,MISADVENTURES TO PATIENTS DURING SURGICAL AND MEDICAL CARE,OTHER AND UNSPECIFIED MISADVENTURES DURING MEDICAL CARE,"2,616",E Codes: Adverse effects of medical care,278
E8780,"Surgical operation with transplant of whole organ causing abnormal patient reaction, or later complication, without mention of misadventure at time of operation",Abn react-org transplant,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING,"SURGICAL AND MEDICAL PROCEDURES AS THE CAUSE OF ABNORMAL REACTION OF PATIENT OR LATER COMPLICATION, WITHOUT MENTION OF MISADVENTURE AT THE TIME OF PROCEDURE",SURGICAL OPERATION AND OTHER SURGICAL PROCEDURES AS THE CAUSE OF ABNORMAL REACTION OF PATIENT OR OF LATER COMPLICATION WITHOUT MENTION OF MISADVENTURE AT THE TIME OF OPERATION,"2,616",E Codes: Adverse effects of medical care,278
E8781,"Surgical operation with implant of artificial internal device causing abnormal patient reaction, or later complication,without mention of misadventure at time of operation",Abn react-artif implant,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING,"SURGICAL AND MEDICAL PROCEDURES AS THE CAUSE OF ABNORMAL REACTION OF PATIENT OR LATER COMPLICATION, WITHOUT MENTION OF MISADVENTURE AT THE TIME OF PROCEDURE",SURGICAL OPERATION AND OTHER SURGICAL PROCEDURES AS THE CAUSE OF ABNORMAL REACTION OF PATIENT OR OF LATER COMPLICATION WITHOUT MENTION OF MISADVENTURE AT THE TIME OF OPERATION,"2,616",E Codes: Adverse effects of medical care,278
E8782,"Surgical operation with anastomosis, bypass, or graft, with natural or artificial tissues used as implant causing abnormal patient reaction, or later complication, without mention of misadventure at time of operation",Abn react-anastom/graft,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING,"SURGICAL AND MEDICAL PROCEDURES AS THE CAUSE OF ABNORMAL REACTION OF PATIENT OR LATER COMPLICATION, WITHOUT MENTION OF MISADVENTURE AT THE TIME OF PROCEDURE",SURGICAL OPERATION AND OTHER SURGICAL PROCEDURES AS THE CAUSE OF ABNORMAL REACTION OF PATIENT OR OF LATER COMPLICATION WITHOUT MENTION OF MISADVENTURE AT THE TIME OF OPERATION,"2,616",E Codes: Adverse effects of medical care,278
V035,Need for prophylactic vaccination and inoculation against diphtheria alone,Vaccin for diphtheria,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO COMMUNICABLE DISEASES,NEED FOR PROPHYLACTIC VACCINATION AND INOCULATION AGAINST BACTERIAL DISEASES,10,Immunizations and screening for infectious disease,10
V036,Need for prophylactic vaccination and inoculation against pertussis alone,Vaccin for pertussis,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO COMMUNICABLE DISEASES,NEED FOR PROPHYLACTIC VACCINATION AND INOCULATION AGAINST BACTERIAL DISEASES,10,Immunizations and screening for infectious disease,10
V037,Need for prophylactic vaccination and inoculation against tetanus toxoid alone,Tetanus toxoid inoculat,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO COMMUNICABLE DISEASES,NEED FOR PROPHYLACTIC VACCINATION AND INOCULATION AGAINST BACTERIAL DISEASES,10,Immunizations and screening for infectious disease,10
V0381,"Other specified vaccinations against hemophilus influenza, type B [Hib]",Nd vac hmophlus inflnz b,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO COMMUNICABLE DISEASES,NEED FOR PROPHYLACTIC VACCINATION AND INOCULATION AGAINST BACTERIAL DISEASES,10,Immunizations and screening for infectious disease,10
V0382,Other specified vaccinations against streptococcus pneumoniae [pneumococcus],Nd vac strptcs pneumni b,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO COMMUNICABLE DISEASES,NEED FOR PROPHYLACTIC VACCINATION AND INOCULATION AGAINST BACTERIAL DISEASES,10,Immunizations and screening for infectious disease,10
V0389,Other specified vaccination,Nd other specf vacnation,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO COMMUNICABLE DISEASES,NEED FOR PROPHYLACTIC VACCINATION AND INOCULATION AGAINST BACTERIAL DISEASES,10,Immunizations and screening for infectious disease,10
V039,Need for prophylactic vaccination and inoculation against unspecified single bacterial disease,Vaccin for bact dis NOS,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO COMMUNICABLE DISEASES,NEED FOR PROPHYLACTIC VACCINATION AND INOCULATION AGAINST BACTERIAL DISEASES,10,Immunizations and screening for infectious disease,10
V040,Need for prophylactic vaccination and inoculation against poliomyelitis,Vaccin for poliomyelitis,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO COMMUNICABLE DISEASES,NEED FOR PROPHYLACTIC VACCINATION AND INOCULATION AGAINST CERTAIN VIRAL DISEASES,10,Immunizations and screening for infectious disease,10
V041,Need for prophylactic vaccination and inoculation against smallpox,Vaccin for smallpox,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO COMMUNICABLE DISEASES,NEED FOR PROPHYLACTIC VACCINATION AND INOCULATION AGAINST CERTAIN VIRAL DISEASES,10,Immunizations and screening for infectious disease,10
V042,Need for prophylactic vaccination and inoculation against measles alone,Vaccin for measles,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO COMMUNICABLE DISEASES,NEED FOR PROPHYLACTIC VACCINATION AND INOCULATION AGAINST CERTAIN VIRAL DISEASES,10,Immunizations and screening for infectious disease,10
V043,Need for prophylactic vaccination and inoculation against rubella alone,Vaccin for rubella,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO COMMUNICABLE DISEASES,NEED FOR PROPHYLACTIC VACCINATION AND INOCULATION AGAINST CERTAIN VIRAL DISEASES,10,Immunizations and screening for infectious disease,10
V044,Need for prophylactic vaccination and inoculation against yellow fever,Vaccin for yellow fever,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO COMMUNICABLE DISEASES,NEED FOR PROPHYLACTIC VACCINATION AND INOCULATION AGAINST CERTAIN VIRAL DISEASES,10,Immunizations and screening for infectious disease,10
V045,Need for prophylactic vaccination and inoculation against rabies,Vaccin for rabies,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO COMMUNICABLE DISEASES,NEED FOR PROPHYLACTIC VACCINATION AND INOCULATION AGAINST CERTAIN VIRAL DISEASES,10,Immunizations and screening for infectious disease,10
V046,Need for prophylactic vaccination and inoculation against mumps alone,Vaccin for mumps,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO COMMUNICABLE DISEASES,NEED FOR PROPHYLACTIC VACCINATION AND INOCULATION AGAINST CERTAIN VIRAL DISEASES,10,Immunizations and screening for infectious disease,10
V047,Need for prophylactic vaccination and inoculation against common cold,Vaccin for common cold,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO COMMUNICABLE DISEASES,NEED FOR PROPHYLACTIC VACCINATION AND INOCULATION AGAINST CERTAIN VIRAL DISEASES,10,Immunizations and screening for infectious disease,10
